attack_type;target_system;outcome;timestamp;attacker_ip;target_ip;data_compromised_GB;attack_duration_min;security_tools_used;user_role;location;attack_severity;industry;response_time_min;mitigation_method
Brute Force;Email Server;Success;17:01.4;250.144.155.216;224.189.133.126;39.11;266;VPN;External User;India;9;Finance;101;Patch
Zero-Day Exploit;User Account;Success;54:07.4;87.184.94.4;119.187.158.199;1.17;96;IDS;External User;Australia;1;Healthcare;132;Quarantine
Ransomware;IoT Device;Failure;11:05.4;131.102.239.133;9.213.16.176;51.94;192;Endpoint Detection;External User;Brazil;6;Energy;39;Reset Credentials
SQL Injection;Network Switch;Success;47:06.4;32.205.83.153;82.210.156.81;76.45;122;Antivirus;Employee;Brazil;9;Technology;90;Patch
Phishing;API;Success;52:56.4;83.191.224.247;143.36.227.101;36.67;37;SIEM;External User;France;7;Healthcare;91;Quarantine
Brute Force;IoT Device;Failure;18:14.4;51.190.139.33;217.204.193.41;94.89;79;SIEM;Contractor;Germany;6;Manufacturing;140;Block IP
Zero-Day Exploit;Email Server;Failure;39:33.4;192.53.60.204;23.31.205.108;99.75;222;WAF;Contractor;Russia;9;Finance;18;Containment
Phishing;User Account;Failure;03:36.4;150.184.183.170;144.240.71.81;95.69;168;Endpoint Detection;Employee;France;1;Education;86;Quarantine
Cross-Site Scripting;API;Success;16:21.4;100.160.85.38;224.206.241.137;3.23;152;IDS;Contractor;France;6;Finance;94;Block IP
Cross-Site Scripting;User Account;Success;33:10.4;177.32.38.10;11.246.182.239;0.48;273;WAF;Admin;Brazil;6;Manufacturing;38;Quarantine
DDoS;Web Server;Success;27:07.4;119.164.150.111;67.14.70.111;47.76;218;VPN;External User;UK;5;Manufacturing;42;Reset Credentials
Cross-Site Scripting;Web Server;Failure;57:44.4;28.81.14.165;20.11.124.40;52.65;237;Firewall;Contractor;Australia;3;Government;7;Block IP
Ransomware;API;Failure;32:35.4;130.2.45.72;113.100.63.45;22.07;24;WAF;Contractor;China;8;Education;20;Containment
Cross-Site Scripting;API;Success;45:37.4;243.133.98.100;126.26.58.65;93.22;19;Antivirus;External User;Brazil;3;Retail;58;Patch
Zero-Day Exploit;Database;Success;24:37.4;16.49.161.128;49.18.184.173;27.24;161;SIEM;Contractor;UK;1;Government;76;Block IP
Zero-Day Exploit;Database;Failure;37:26.4;24.132.0.160;1.178.49.161;29.75;284;Endpoint Detection;Contractor;USA;1;Technology;88;Patch
Brute Force;Web Server;Success;34:43.4;53.198.39.198;169.72.76.150;38.45;202;Endpoint Detection;Employee;Germany;10;Healthcare;133;Containment
DDoS;Database;Failure;05:02.4;248.103.17.229;194.166.61.71;53.03;148;MFA;External User;UK;7;Technology;157;Quarantine
Brute Force;IoT Device;Success;07:18.4;185.218.33.18;115.129.125.242;12.8;187;SIEM;Employee;China;2;Healthcare;101;Quarantine
Phishing;Email Server;Failure;31:15.4;251.130.86.202;244.149.43.110;78.88;144;MFA;External User;Brazil;5;Technology;113;Containment
Phishing;Cloud Service;Success;48:10.4;69.195.2.25;206.13.217.212;89.4;169;IDS;External User;Brazil;7;Retail;22;Containment
DDoS;User Account;Failure;26:04.4;99.47.255.253;230.205.68.42;64.92;98;MFA;Admin;Australia;10;Education;45;Block IP
DDoS;IoT Device;Failure;59:17.4;63.59.184.247;45.198.14.136;10.44;165;Firewall;External User;France;3;Education;147;Quarantine
DDoS;Network Switch;Success;23:53.4;20.166.87.52;226.187.56.150;0.35;223;SIEM;Contractor;Russia;3;Government;174;Reset Credentials
Malware;Email Server;Failure;32:13.4;167.220.176.230;216.133.245.56;56.97;16;MFA;Contractor;Russia;9;Technology;177;Containment
Cross-Site Scripting;Cloud Service;Success;59:38.4;209.228.3.252;52.110.96.7;53.32;226;SIEM;Admin;Russia;9;Education;146;Reset Credentials
Cross-Site Scripting;API;Success;58:53.4;68.43.97.140;39.36.100.46;98.89;192;Antivirus;Admin;France;9;Education;77;Patch
Ransomware;Database;Failure;24:28.4;210.9.205.43;16.141.180.7;2;232;MFA;Admin;India;10;Technology;30;Quarantine
Malware;Web Server;Success;20:18.4;139.45.151.171;234.164.15.115;38.63;34;Firewall;Employee;Germany;2;Retail;170;Quarantine
Brute Force;Network Switch;Failure;41:59.4;24.137.255.248;24.195.188.145;98.69;121;Firewall;Contractor;UK;1;Retail;52;Containment
Ransomware;User Account;Failure;28:45.4;174.150.205.173;231.67.55.216;12.57;202;Firewall;Employee;Russia;8;Energy;167;Containment
Brute Force;IoT Device;Failure;12:36.4;207.97.24.133;109.2.203.78;27.34;142;WAF;Contractor;India;4;Finance;77;Block IP
Phishing;Cloud Service;Failure;17:43.4;168.98.14.203;82.106.50.203;12.22;75;SIEM;Employee;Canada;2;Energy;32;Reset Credentials
SQL Injection;IoT Device;Success;57:27.4;151.219.67.40;26.134.84.136;88.36;235;VPN;External User;Germany;7;Energy;108;Patch
SQL Injection;User Account;Failure;04:34.4;174.111.234.37;226.234.94.225;57.43;36;Antivirus;Employee;USA;7;Education;172;Containment
DDoS;Cloud Service;Failure;59:28.4;73.4.175.160;99.134.3.204;6.69;252;Endpoint Detection;Employee;Canada;10;Finance;54;Containment
Zero-Day Exploit;Web Server;Success;36:21.4;71.30.244.28;240.128.179.199;83.74;202;VPN;Contractor;Canada;6;Education;21;Patch
Zero-Day Exploit;Web Server;Failure;21:00.4;89.131.84.43;128.175.23.229;59.45;170;VPN;Contractor;China;1;Education;120;Containment
Malware;Cloud Service;Success;21:07.4;248.253.203.176;29.131.13.69;96.88;8;SIEM;Admin;China;5;Technology;160;Quarantine
Malware;API;Failure;53:12.4;160.63.183.18;69.37.143.80;75.98;151;WAF;Contractor;UK;1;Healthcare;98;Quarantine
Brute Force;User Account;Success;01:32.4;2.144.67.255;117.33.180.22;63.92;59;VPN;External User;India;6;Retail;34;Reset Credentials
Phishing;Web Server;Success;41:28.4;129.212.242.185;204.70.204.149;57.98;123;MFA;External User;Canada;1;Finance;130;Block IP
Zero-Day Exploit;User Account;Failure;05:41.4;193.13.59.246;110.226.246.235;81.65;231;Endpoint Detection;Contractor;Germany;1;Technology;135;Quarantine
SQL Injection;IoT Device;Success;58:14.4;252.79.125.120;228.242.172.165;34.55;288;VPN;Employee;Russia;8;Government;173;Quarantine
SQL Injection;User Account;Success;27:45.4;52.252.136.27;79.182.227.1;89.49;282;Firewall;Admin;France;3;Government;123;Quarantine
Malware;Email Server;Failure;48:19.4;6.106.67.120;206.247.173.236;94.02;218;VPN;Employee;Canada;7;Finance;143;Patch
Malware;IoT Device;Success;18:01.4;197.39.3.132;210.16.232.63;45.67;151;MFA;Employee;India;2;Retail;51;Quarantine
SQL Injection;Cloud Service;Failure;38:37.4;179.69.231.86;245.66.91.40;59.79;254;IDS;Employee;Brazil;7;Government;178;Containment
Ransomware;Network Switch;Failure;13:00.4;137.72.254.231;98.218.249.181;93.6;15;SIEM;Contractor;USA;2;Finance;130;Patch
Ransomware;IoT Device;Success;36:51.4;60.48.27.0;155.33.245.111;28.41;31;VPN;Contractor;USA;2;Healthcare;177;Containment
Zero-Day Exploit;Network Switch;Failure;17:26.4;95.8.13.122;201.153.66.24;92.39;133;MFA;Contractor;Canada;7;Finance;107;Quarantine
Phishing;IoT Device;Failure;04:58.4;248.216.109.131;215.244.53.122;64.67;158;Firewall;Admin;Germany;8;Finance;144;Patch
DDoS;Cloud Service;Success;50:37.4;150.168.170.192;215.17.159.76;51.5;187;Firewall;Contractor;Brazil;6;Education;119;Containment
DDoS;IoT Device;Success;19:54.4;236.228.105.33;153.52.110.231;33.18;118;Endpoint Detection;Contractor;Canada;6;Manufacturing;123;Quarantine
DDoS;Database;Success;07:48.4;113.70.18.189;26.188.168.12;29.93;231;Firewall;Contractor;France;6;Healthcare;117;Reset Credentials
Brute Force;API;Failure;26:35.4;75.127.138.230;230.243.216.131;50.96;52;Antivirus;Admin;UK;6;Healthcare;62;Reset Credentials
SQL Injection;Email Server;Failure;35:24.4;219.2.207.98;96.61.240.111;52.95;29;IDS;Admin;Australia;1;Energy;64;Patch
DDoS;User Account;Failure;00:20.4;129.236.43.242;53.44.91.111;97.28;98;WAF;Employee;Canada;3;Education;113;Reset Credentials
Brute Force;User Account;Success;16:04.4;179.163.193.72;73.74.32.130;57.73;220;Endpoint Detection;External User;UK;1;Retail;124;Reset Credentials
Brute Force;User Account;Success;00:28.4;58.249.221.146;244.55.193.221;76.11;255;Antivirus;Contractor;Brazil;10;Finance;64;Quarantine
Phishing;User Account;Failure;21:42.4;135.32.233.100;10.7.97.161;10.32;277;Antivirus;Contractor;Brazil;4;Technology;14;Reset Credentials
Phishing;API;Success;51:19.4;3.236.230.103;175.254.106.241;87.85;49;MFA;External User;Russia;2;Manufacturing;75;Containment
DDoS;Cloud Service;Success;24:53.4;157.240.31.71;150.219.46.183;27.99;174;Firewall;Admin;Germany;4;Government;167;Quarantine
Ransomware;Database;Failure;54:22.4;130.76.176.147;104.200.175.36;54.73;5;IDS;External User;Brazil;5;Technology;91;Patch
Phishing;API;Success;07:45.4;94.6.237.164;152.187.64.165;39.27;27;MFA;External User;UK;9;Finance;180;Block IP
DDoS;IoT Device;Success;06:49.4;109.49.177.3;46.212.93.54;58.47;218;IDS;Employee;Australia;2;Technology;32;Block IP
Malware;User Account;Success;59:15.4;173.87.75.124;117.42.115.178;53.51;194;Firewall;Employee;Germany;5;Technology;21;Containment
Malware;Network Switch;Failure;09:22.4;94.195.169.79;221.185.206.152;37.42;4;VPN;Admin;France;4;Energy;43;Reset Credentials
DDoS;Web Server;Failure;50:23.4;6.191.208.162;63.60.55.220;98.28;125;Endpoint Detection;Employee;UK;6;Government;84;Block IP
SQL Injection;Email Server;Failure;11:03.4;252.68.91.116;131.159.39.156;62.26;23;Firewall;Contractor;China;3;Energy;84;Block IP
SQL Injection;Network Switch;Success;10:23.4;177.23.166.69;93.192.11.27;75.28;80;MFA;Employee;Australia;5;Technology;148;Quarantine
Zero-Day Exploit;API;Failure;13:56.4;43.179.89.248;127.108.160.180;99.4;37;Antivirus;Admin;USA;3;Healthcare;45;Patch
Phishing;User Account;Failure;41:23.4;175.183.158.113;207.176.232.75;93.97;57;Endpoint Detection;Admin;USA;2;Government;43;Reset Credentials
Malware;User Account;Failure;29:26.4;109.199.52.4;9.67.15.165;39.89;292;SIEM;Contractor;France;8;Finance;145;Containment
SQL Injection;Web Server;Success;02:22.4;66.95.100.106;124.105.32.65;73.48;129;Firewall;External User;USA;4;Finance;111;Block IP
Ransomware;Web Server;Failure;27:59.4;142.25.92.60;122.38.119.31;16.6;134;Endpoint Detection;Contractor;India;1;Energy;163;Quarantine
Zero-Day Exploit;Network Switch;Failure;15:17.4;20.73.198.241;200.102.50.143;20.26;217;WAF;Contractor;Brazil;9;Technology;179;Block IP
Phishing;Web Server;Failure;56:51.4;9.180.250.44;44.126.60.37;82.9;209;Antivirus;Employee;France;2;Manufacturing;19;Quarantine
DDoS;Cloud Service;Failure;30:58.4;190.251.109.187;112.191.137.79;72.94;136;IDS;Contractor;Brazil;9;Technology;104;Block IP
Cross-Site Scripting;API;Success;25:35.4;218.75.116.7;225.203.227.127;29.5;218;VPN;Employee;France;2;Finance;154;Patch
DDoS;Database;Success;50:38.4;215.54.178.156;249.32.149.65;63.74;132;VPN;Contractor;Germany;9;Energy;117;Reset Credentials
Phishing;Email Server;Failure;28:40.4;43.249.38.137;230.24.200.114;21.61;171;Endpoint Detection;Admin;Germany;10;Finance;175;Containment
Malware;IoT Device;Success;41:34.4;70.141.171.8;140.7.197.82;50.64;263;WAF;External User;China;1;Retail;38;Reset Credentials
DDoS;User Account;Failure;24:22.4;94.158.198.46;231.163.126.213;89.55;120;Firewall;External User;China;4;Technology;159;Quarantine
Phishing;Network Switch;Failure;53:12.4;194.102.51.165;46.99.194.7;44.59;239;Firewall;Contractor;France;9;Manufacturing;35;Block IP
Malware;Network Switch;Success;05:32.4;247.64.28.73;61.186.0.68;89.67;152;Endpoint Detection;External User;UK;4;Education;28;Block IP
Cross-Site Scripting;Cloud Service;Success;15:17.4;188.44.222.210;184.134.28.58;68.2;159;MFA;Contractor;Russia;10;Technology;103;Quarantine
DDoS;IoT Device;Failure;07:46.4;253.65.217.243;9.163.111.79;68.57;36;MFA;Employee;Germany;10;Technology;145;Containment
Cross-Site Scripting;Web Server;Success;29:14.4;147.13.75.206;226.225.167.94;38.11;91;SIEM;Admin;Germany;10;Finance;99;Reset Credentials
DDoS;Web Server;Success;49:08.4;142.15.234.121;26.51.22.161;5.02;296;Firewall;Admin;UK;1;Manufacturing;23;Quarantine
SQL Injection;Database;Failure;17:41.4;222.114.57.131;102.53.10.2;2.73;289;WAF;Employee;UK;1;Education;20;Quarantine
Ransomware;Email Server;Success;17:36.4;71.130.164.199;233.0.81.107;0.39;276;MFA;Contractor;Germany;9;Manufacturing;28;Reset Credentials
DDoS;Database;Failure;26:30.4;168.35.218.146;50.144.239.37;83.39;40;SIEM;Admin;Canada;10;Technology;171;Patch
Zero-Day Exploit;User Account;Failure;44:56.4;20.219.244.169;67.211.45.37;50.01;13;Firewall;Contractor;Germany;9;Energy;27;Containment
SQL Injection;User Account;Success;10:04.4;100.60.215.54;208.225.160.226;0.38;275;IDS;External User;Canada;10;Finance;101;Containment
Ransomware;IoT Device;Success;07:19.4;214.30.211.76;86.166.52.94;34.66;64;Firewall;Admin;Australia;10;Healthcare;179;Reset Credentials
Ransomware;Database;Success;37:47.4;17.123.5.81;42.20.157.75;67.89;33;IDS;Contractor;Brazil;7;Manufacturing;156;Block IP
Zero-Day Exploit;IoT Device;Success;24:18.4;61.39.185.153;148.127.254.66;11.81;292;Antivirus;External User;Australia;1;Manufacturing;42;Containment
Zero-Day Exploit;Database;Success;26:04.4;177.122.24.251;6.16.174.86;19.15;261;Endpoint Detection;Admin;France;10;Government;165;Patch
Ransomware;Database;Success;03:19.4;27.75.214.162;172.83.53.11;70.16;259;IDS;Admin;Australia;8;Government;50;Block IP
DDoS;Network Switch;Success;44:12.4;200.120.240.211;117.24.227.213;15.68;61;WAF;External User;UK;3;Education;108;Reset Credentials
Malware;Email Server;Success;48:31.4;48.5.98.87;123.33.134.164;84.1;34;Firewall;External User;France;2;Energy;53;Containment
Ransomware;Database;Success;43:05.4;139.225.195.85;194.141.225.253;25.62;179;IDS;Contractor;China;1;Education;36;Block IP
Brute Force;Network Switch;Failure;27:12.4;55.112.155.167;6.207.22.238;58.11;14;WAF;External User;Brazil;9;Retail;73;Reset Credentials
Zero-Day Exploit;Web Server;Success;54:33.4;234.59.102.206;2.222.218.189;60.21;56;IDS;Contractor;UK;7;Education;4;Reset Credentials
SQL Injection;Cloud Service;Failure;24:20.4;203.232.108.209;34.229.111.52;86.41;199;Endpoint Detection;Admin;France;9;Healthcare;83;Quarantine
Phishing;Database;Success;02:01.4;103.111.149.254;131.117.58.114;33.82;228;VPN;Admin;France;8;Retail;111;Patch
DDoS;IoT Device;Success;44:27.4;159.80.252.56;160.153.123.195;76.89;247;Antivirus;Admin;Germany;7;Energy;87;Quarantine
SQL Injection;Cloud Service;Failure;36:13.4;217.18.136.52;207.245.225.93;37.28;150;Antivirus;Employee;Australia;5;Manufacturing;138;Quarantine
DDoS;IoT Device;Failure;21:53.4;11.136.220.102;164.122.203.70;84.49;174;VPN;Admin;Canada;5;Finance;141;Quarantine
SQL Injection;Email Server;Failure;46:30.4;47.1.241.23;47.168.72.181;72.17;207;WAF;Employee;Brazil;6;Energy;75;Containment
Ransomware;Database;Success;19:52.4;48.66.93.22;214.35.234.96;13.47;102;Firewall;Admin;UK;3;Manufacturing;66;Patch
Ransomware;Web Server;Failure;47:05.4;172.244.223.35;27.107.175.11;7.93;83;Antivirus;External User;Australia;9;Education;60;Quarantine
SQL Injection;Cloud Service;Failure;13:58.4;161.45.43.248;86.27.40.77;80.5;78;SIEM;Admin;France;10;Healthcare;19;Block IP
Ransomware;Database;Success;29:09.4;130.153.59.12;149.108.184.27;55.42;201;MFA;Employee;China;8;Energy;172;Containment
DDoS;API;Success;10:54.4;34.181.40.147;63.33.104.116;87.49;270;Endpoint Detection;Employee;India;4;Government;113;Reset Credentials
Phishing;Cloud Service;Failure;02:32.4;220.113.175.168;149.77.183.216;6.5;168;Firewall;Employee;India;3;Retail;166;Patch
Brute Force;Email Server;Failure;17:43.4;175.98.91.235;131.75.253.174;89.23;98;Antivirus;External User;Russia;1;Healthcare;155;Patch
Malware;User Account;Success;46:48.4;71.226.238.112;197.55.191.104;35.28;269;VPN;External User;Russia;3;Manufacturing;33;Reset Credentials
Zero-Day Exploit;API;Failure;29:53.4;184.136.48.183;145.121.109.173;47.61;63;SIEM;Contractor;Australia;6;Technology;8;Containment
Brute Force;Web Server;Failure;32:44.4;77.176.120.198;54.142.26.30;8.71;146;MFA;External User;China;2;Retail;108;Patch
Cross-Site Scripting;Email Server;Success;06:15.4;227.208.135.232;86.211.142.117;88.14;32;IDS;Employee;Brazil;8;Healthcare;43;Block IP
Cross-Site Scripting;Database;Failure;36:19.4;203.11.7.177;239.1.206.237;70.52;209;VPN;Contractor;France;5;Manufacturing;158;Patch
Ransomware;Web Server;Success;34:25.4;7.192.79.160;20.132.211.87;78.37;237;Endpoint Detection;Admin;Germany;2;Healthcare;54;Block IP
DDoS;Web Server;Failure;42:53.4;153.250.228.148;214.2.255.179;81.1;104;VPN;Contractor;India;5;Energy;65;Containment
SQL Injection;User Account;Success;00:19.4;141.128.182.250;211.225.153.174;96.04;300;WAF;Admin;France;9;Manufacturing;132;Block IP
SQL Injection;API;Failure;31:54.4;138.187.220.223;50.173.134.44;32.28;118;MFA;Admin;France;10;Healthcare;97;Reset Credentials
SQL Injection;User Account;Success;20:30.4;252.228.177.11;166.115.78.101;10.43;28;WAF;Admin;India;4;Education;119;Patch
Zero-Day Exploit;Cloud Service;Failure;08:25.4;78.160.104.123;98.232.162.99;48.35;157;Antivirus;External User;Russia;5;Energy;18;Patch
Brute Force;Web Server;Success;32:22.4;230.171.250.154;106.145.68.90;89.58;172;SIEM;External User;UK;1;Manufacturing;117;Quarantine
Phishing;Cloud Service;Success;43:14.4;106.214.53.228;226.92.180.16;97.77;266;IDS;Admin;China;6;Technology;13;Block IP
Phishing;Cloud Service;Failure;45:09.4;202.32.221.241;177.22.194.44;81.67;179;SIEM;Contractor;India;2;Healthcare;55;Reset Credentials
Cross-Site Scripting;Network Switch;Failure;02:31.4;201.9.141.91;119.178.250.2;25.53;253;VPN;Admin;Russia;2;Retail;153;Reset Credentials
Brute Force;Email Server;Failure;00:08.4;51.83.87.175;106.221.22.241;40.58;69;Firewall;Employee;India;3;Energy;171;Reset Credentials
Ransomware;Database;Success;47:09.4;23.254.60.11;189.93.53.164;62.2;194;IDS;Contractor;Germany;4;Education;58;Reset Credentials
Phishing;User Account;Success;06:31.4;116.10.235.94;211.118.156.253;21.7;234;WAF;Admin;Australia;8;Manufacturing;161;Block IP
Phishing;Network Switch;Success;33:47.4;160.242.64.12;85.141.98.133;27.67;75;WAF;Admin;Germany;9;Retail;1;Block IP
Ransomware;Database;Success;06:57.4;54.156.97.1;126.67.116.172;20.16;253;MFA;Contractor;UK;1;Retail;105;Quarantine
Zero-Day Exploit;Network Switch;Success;38:15.4;45.149.172.129;113.181.105.251;17.97;252;IDS;External User;UK;9;Education;52;Quarantine
Cross-Site Scripting;User Account;Failure;46:56.4;226.189.92.221;233.1.145.68;43.01;30;WAF;External User;France;9;Manufacturing;166;Quarantine
DDoS;Network Switch;Failure;33:25.4;237.55.185.12;39.250.55.172;56.92;121;Antivirus;External User;Australia;8;Finance;176;Patch
DDoS;Database;Failure;12:49.4;98.220.51.30;69.48.99.210;31.67;118;WAF;Contractor;Australia;3;Manufacturing;119;Containment
DDoS;Web Server;Failure;33:49.4;156.106.87.97;37.87.182.119;43.55;36;SIEM;Contractor;Russia;3;Manufacturing;8;Block IP
DDoS;Cloud Service;Failure;44:10.4;243.187.250.84;71.98.136.208;99.12;88;VPN;External User;China;4;Government;96;Block IP
SQL Injection;User Account;Success;56:28.4;6.191.147.175;89.23.32.228;53.39;298;VPN;Employee;Brazil;7;Finance;17;Reset Credentials
DDoS;Cloud Service;Failure;34:40.4;156.111.93.60;48.200.110.36;23.96;119;SIEM;Employee;Australia;10;Retail;156;Block IP
SQL Injection;Email Server;Failure;58:30.4;146.10.20.112;239.16.124.210;40.97;222;Antivirus;Contractor;Germany;4;Finance;40;Containment
Brute Force;API;Success;31:11.4;129.42.118.19;23.134.39.188;67.39;258;Antivirus;Admin;USA;2;Manufacturing;65;Block IP
DDoS;Web Server;Failure;21:54.4;94.97.45.115;51.162.12.114;1.87;286;Endpoint Detection;Employee;Australia;8;Manufacturing;22;Patch
SQL Injection;Network Switch;Failure;51:33.4;194.125.213.190;13.64.203.201;94.99;141;SIEM;Contractor;Brazil;7;Government;30;Containment
